wikipedia	id_geonames	lat	lon	name_modern	name_historical	country	country_ISO3	region
https://de.wikipedia.org/wiki/Fr%C3%BDdlant_v_%C4%8Cech%C3%A1ch	3076124	50.9214	15.0797	Frýdlant v Čechách	Friedland in Böhmen	Czech Republic	CZE	
https://de.wikipedia.org/wiki/B%C5%99idli%C4%8Dn%C3%A1	3078648	49.9117	17.3711	Břidličná	Friedland in Mähren	Czech Republic	CZE	
https://de.wikipedia.org/wiki/P%C5%99ebuz	3067653	50.3658	12.6201	Přebuz	Frühbuß	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Jablonn%C3%A9_v_Podje%C5%A1t%C4%9Bd%C3%AD	3074597	50.7653	14.7605	Jablonné v Podještědí	Deutsch Gabel	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Jablonec_nad_Nisou	3074603	50.7243	15.1711	Jablonec nad Nisou	Gablonz an der Neiße	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Kyjov	3072407	49.0102	17.1225	Kyjov	Gaya	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Nov%C3%A1_Ves_v_Hor%C3%A1ch	3069551	50.5947	13.4824	Nová Ves v Horách	Gebirgsneudorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/%C4%8Cesk%C3%BD_Ji%C5%99et%C3%ADn	3077891	50.7075	13.5474	Český Jiřetín	Georgendorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Ji%C5%99et%C3%ADn_pod_Jedlovou	3074133	50.8745	14.5751	Jiřetín pod Jedlovou	Sankt Georgenthal	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Ji%C5%99%C3%ADkov	3074119	50.9951	14.5691	Jiříkov	Georgswalde	Czech Republic	CZE	
https://de.wikipedia.org/wiki/%C4%8Cesk%C3%A1_Kamenice	3073723	50.7668	14.4035	Kerhartice (Česká Kamenice)	Gersdorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Krsy	3072628	49.9262	13.0550	Krsy	Girsch	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Hodon%C3%ADn	3075654	48.8489	17.1324	Hodonín	Göding	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Jirkov	3074110	50.4998	13.4477	Jirkov	Görkau	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Bolebo%C5%99	3079077	50.5402	13.4133	Boleboř	Göttersdorf	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Krajkov%C3%A1	3072966	50.2160	12.5341	Krajková	Gossengrün	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Krava%C5%99e_v_%C4%8Cech%C3%A1ch	3072840	50.6324	14.3924	Kravaře v Čechách	Graber	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Jesen%C3%ADk	3072267	50.2416	17.1881	Lázně Jeseník (Jeseník)	Bad Gräfenberg	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Kraslice	3072903	50.3237	12.5175	Kraslice	Graslitz	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Nov%C3%A9_Hrady	3069493	48.7896	14.7784	Nové Hrady	Gratzen	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Krupka	3072598	50.6845	13.8582	Krupka	Graupen	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Velk%C3%A1_%C3%9Apa	3063225	50.6898	15.7691	Velká Úpa	Groß-Aupa	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Velk%C3%A9_Heraltice	3063208	49.9749	17.7288	Velké Heraltice	Groß-Herrlitz	Czech Republic	CZE	
https://de.wikipedia.org/wiki/Ma%C5%99enice	3071032	50.8074	14.6785	Mařenice	Großmergthal	Czech Republic	CZE	
https://de.wikipedia.org/wiki/%C5%BDidlochovice	3061472	49.0395	16.6188	Židlochovice	Groß-Seelowitz	Czech Republic	CZE	
